fasta_index,seq_id,accession,country,year,sequence_length,gc_content,ambiguous_bases,excel_regions,metadata_provenance,cluster
476,MK178314.1_China_2018,MK178314.1,China,2018,2000,50.25,0,China,Excel_Verified,Cluster 3
477,MK178307.1_China_2018,MK178307.1,China,2018,2000,50.35,0,China,Excel_Verified,Cluster 3
478,MK178280.1_China_2018,MK178280.1,China,2018,2000,50.35,0,China,Excel_Verified,Cluster 1
479,MW757323.1_China_2018,MW757323.1,China,2018,2000,50.1,4,China,Excel_Verified,Cluster 2
480,MG250184.1_China_2018,MG250184.1,China,2018,2000,50.45,0,China,Excel_Verified,Cluster 2
481,MK746103.1_China_2018,MK746103.1,China,2018,2000,50.35,0,China,Excel_Verified,Cluster 1
482,MT582235.1_China_2018,MT582235.1,China,2018,2000,50.05,0,China,Excel_Verified,Cluster 2
483,MH491017.1_China_2018,MH491017.1,China,2018,2000,50.55,0,China,Excel_Verified,Cluster 2
484,MK178317.1_China_2018,MK178317.1,China,2018,2000,50.45,0,China,Excel_Verified,Cluster 3
485,OR503035.1_China_2018,OR503035.1,China,2018,2000,50.4,0,China,Excel_Verified,Cluster 6
486,MW757320.1_China_2018,MW757320.1,China,2018,2000,50.35,0,China,Excel_Verified,Cluster 2
487,MG250184.1_China_1996,MG250184.1,China,1996,2000,50.45,0,China,Excel_Verified,Cluster 2
488,MH121060.1_China_2018,MH121060.1,China,2018,2000,50.45,0,China,Excel_Verified,Cluster 3
489,MG650176.1_China_1996,MG650176.1,China,1996,2000,49.9,0,China,Excel_Verified,Cluster 6
490,MG650175.1_China_1996,MG650175.1,China,1996,2000,49.95,0,China,Excel_Verified,Cluster 6
491,MG650174.1_China_1998,MG650174.1,China,1998,1999,50.13,0,China,Excel_Verified,Cluster 6
492,MG650173.1_China_1998,MG650173.1,China,1998,1999,50.13,0,China,Excel_Verified,Cluster 6
493,MG650172.1_China_1998,MG650172.1,China,1998,2000,50.2,0,China,Excel_Verified,Cluster 1
494,MT582240.1_China_2019,MT582240.1,China,2019,2000,50.2,0,China,Excel_Verified,Cluster 6
495,MN848606.1_China_2019,MN848606.1,China,2019,2000,50.2,0,China,Excel_Verified,Cluster 6
496,MN848595.1_China_2019,MN848595.1,China,2019,2000,50.2,0,China,Excel_Verified,Cluster 1
497,MN848591.1_China_2019,MN848591.1,China,2019,2000,50.35,0,China,Excel_Verified,Cluster 1
498,PP196470.1_China_2019,PP196470.1,China,2019,2004,50.4,0,China,Excel_Verified,Cluster 2
499,MN788132.1_China_2019,MN788132.1,China,2019,2000,50.05,0,China,Excel_Verified,Cluster 2
